Id,SalePrice
1647,156993.27
1648,133764.84
1649,139352.05
1650,115688.625
1651,120897.23
1652,91881.24
1653,102259.336
1654,150846.47
1655,145685.22
1656,146604.34
1657,149834.89
1658,145620.47
1659,128309.46
1660,155160.36
1661,457091.8
1662,443305.94
1663,388773.56
1664,336292.16
1665,319085.47
1666,315905.2
1667,346250.56
1668,333227.97
1669,295876.22
1670,369359.56
1671,256684.61
1672,486603.3
1673,293932.38
1674,244919.14
1675,185849.89
1676,198684.98
1677,223598.61
1678,494767.94
1679,371319.25
1680,350233.94
1681,254903.4
1682,285047.8
1683,176688.45
1684,165951.39
1685,174897.53
1686,169029.84
1687,165578.0
1688,185973.17
1689,190228.25
1690,186770.19
1691,178467.03
1692,258065.69
1693,165590.81
1694,184254.3
1695,165719.05
1696,278402.9
1697,175674.03
1698,398642.47
1699,337083.22
1700,250688.5
1701,248153.83
1702,256306.2
1703,247714.3
1704,298069.9
1705,232066.19
1706,459199.78
1707,216384.05
1708,212436.45
1709,318829.3
1710,219143.31
1711,251062.84
1712,242625.45
1713,266522.28
1714,219946.25
1715,211248.39
1716,187209.56
1717,172198.89
1718,131505.84
1719,192901.83
1720,232024.22
1721,168751.58
1722,128989.32
1723,158925.69
1724,220302.39
1725,247812.23
1726,189251.25
1727,153245.67
1728,161829.69
1729,171220.05
1730,169732.11
1731,122105.37
1732,134934.22
1733,114160.36
1734,122037.02
1735,131785.97
1736,118511.47
1737,360042.7
1738,221364.56
1739,313462.44
1740,257668.06
1741,195321.38
1742,172587.7
1743,177472.42
1744,306337.4
1745,238083.92
1746,207095.23
1747,219179.28
1748,239510.22
1749,155486.86
1750,127814.07
1751,243453.7
1752,122477.17
1753,148953.5
1754,206812.89
1755,166367.08
1756,148299.12
1757,120156.875
1758,143459.55
1759,155108.67
1760,170903.64
1761,142768.28
1762,179652.22
1763,177798.55
1764,117061.375
1765,163844.78
1766,169835.92
1767,212055.61
1768,145167.6
1769,176687.47
1770,150441.95
1771,136562.88
1772,140885.12
1773,133368.23
1774,128511.57
1775,141167.38
1776,133087.4
1777,116652.9
1778,137928.08
1779,120580.78
1780,173107.17
1781,133573.08
1782,94142.43
1783,137828.72
1784,106561.53
1785,123184.36
1786,161408.44
1787,167857.4
1788,57459.18
1789,105209.54
1790,79919.945
1791,184930.1
1792,166017.56
1793,129732.56
1794,152510.73
1795,136412.97
1796,118001.336
1797,118625.78
1798,132090.3
1799,112298.516
1800,140847.02
1801,140291.02
1802,138298.56
1803,146783.9
1804,137676.66
1805,134057.47
1806,109705.48
1807,119898.375
1808,119758.2
1809,122866.836
1810,144356.58
1811,99014.55
1812,98070.41
1813,121785.99
1814,107359.95
1815,52794.438
1816,103164.23
1817,111162.695
1818,147967.8
1819,112060.49
1820,52013.395
1821,106745.62
1822,149137.67
1823,43799.14
1824,141124.55
1825,138782.17
1826,98923.086
1827,106670.15
1828,146913.23
1829,125108.04
1830,146830.6
1831,176505.05
1832,74446.22
1833,144324.6
1834,112148.43
1835,128213.016
1836,127063.03
1837,77264.95
1838,125315.41
1839,88276.75
1840,174115.72
1841,148053.42
1842,76922.21
1843,135875.39
1844,147123.94
1845,134449.66
1846,152168.98
1847,145520.19
1848,56040.746
1849,119198.414
1850,118046.64
1851,154238.56
1852,123186.01
1853,125498.73
1854,167159.1
1855,127228.65
1856,213218.4
1857,138910.02
1858,142436.14
1859,120022.24
1860,151033.94
1861,119695.25
1862,313569.97
1863,308858.03
1864,309461.53
1865,331927.12
1866,338635.7
1867,243190.86
1868,301333.72
1869,200248.77
1870,247194.36
1871,236301.19
1872,170742.3
1873,221090.61
1874,141510.3
1875,199858.56
1876,201482.27
1877,214801.36
1878,204624.94
1879,132169.08
1880,134532.47
1881,238214.17
1882,244479.11
1883,190184.28
1884,208764.11
1885,263805.16
1886,304264.56
1887,205445.52
1888,275853.34
1889,161006.28
1890,130379.836
1891,141373.95
1892,101018.695
1893,125208.59
1894,131819.88
1895,129313.95
1896,124674.3
1897,111289.67
1898,102169.445
1899,156979.4
1900,160089.3
1901,161323.95
1902,140870.25
1903,209978.9
1904,147564.25
1905,196370.86
1906,187735.9
1907,207193.98
1908,114301.734
1909,137274.53
1910,121724.83
1911,226055.05
1912,298907.78
1913,145768.73
1914,73936.17
1915,326579.6
1916,50264.12
1917,263893.38
1918,142764.8
1919,171735.72
1920,135495.06
1921,434722.72
1922,333258.25
1923,212647.2
1924,218657.66
1925,213601.66
1926,393185.44
1927,133269.47
1928,156521.88
1929,127414.4
1930,130284.86
1931,144205.22
1932,130597.55
1933,190771.2
1934,177789.19
1935,173389.95
1936,190398.94
1937,185989.75
1938,178397.44
1939,240466.12
1940,173660.7
1941,173130.58
1942,189968.38
1943,201929.31
1944,348247.62
1945,404858.12
1946,116590.47
1947,351944.75
1948,174731.73
1949,234011.52
1950,185305.14
1951,259340.31
1952,224187.78
1953,169211.02
1954,193404.39
1955,130947.19
1956,293106.28
1957,151724.53
1958,316105.0
1959,132948.61
1960,123175.96
1961,118457.805
1962,95675.45
1963,111125.2
1964,114016.79
1965,145022.47
1966,140800.1
1967,292270.53
1968,408098.1
1969,405878.06
1970,478276.06
1971,445777.03
1972,406118.94
1973,264682.8
1974,313954.47
1975,427095.47
1976,270595.97
1977,334914.28
1978,398172.0
1979,346719.7
1980,198042.1
1981,368703.56
1982,245307.58
1983,220187.72
1984,160852.27
1985,221461.31
1986,206967.5
1987,174588.89
1988,176839.83
1989,189614.33
1990,218625.81
1991,242104.73
1992,214745.88
1993,159853.5
1994,240922.44
1995,180640.28
1996,245804.2
1997,305408.1
1998,365938.28
1999,261791.0
2000,310948.88
2001,257176.19
2002,234090.78
2003,242042.22
2004,271203.7
2005,220443.42
2006,234070.22
2007,240425.62
2008,216339.14
2009,191219.16
2010,187963.38
2011,143484.78
2012,176675.73
2013,184092.05
2014,184471.1
2015,195970.81
2016,193963.16
2017,197474.62
2018,116322.99
2019,130302.805
2020,95506.58
2021,104985.516
2022,169157.61
2023,145372.44
2024,244784.16
2025,375871.56
2026,165486.98
2027,157336.36
2028,149832.08
2029,173699.23
2030,289443.8
2031,245907.4
2032,263303.12
2033,273087.84
2034,164845.06
2035,221975.78
2036,182877.92
2037,185108.53
2038,316800.6
2039,237735.62
2040,372841.72
2041,260894.89
2042,204443.11
2043,171147.4
2044,161469.88
2045,213007.25
2046,138742.31
2047,146402.53
2048,140471.95
2049,139821.48
2050,179313.94
2051,118774.46
2052,136345.77
2053,146160.77
2054,81989.17
2055,164069.44
2056,134076.48
2057,120915.79
2058,218353.48
2059,134906.02
2060,175190.05
2061,175647.6
2062,134427.92
2063,111661.6
2064,150706.84
2065,128539.94
2066,164554.0
2067,121785.555
2068,127233.96
2069,87656.016
2070,117862.414
2071,89316.82
2072,121115.19
2073,134260.94
2074,180499.55
2075,148794.92
2076,126115.266
2077,158846.7
2078,130365.945
2079,136009.69
2080,118221.06
2081,123227.09
2082,132520.19
2083,141755.9
2084,112245.15
2085,126100.04
2086,139958.02
2087,122079.836
2088,93787.88
2089,72955.34
2090,131982.84
2091,127431.555
2092,127754.11
2093,115345.47
2094,114317.39
2095,154351.88
2096,77209.18
2097,98390.33
2098,151149.31
2099,52758.785
2100,72235.984
2101,114529.33
2102,128283.47
2103,101297.91
2104,125077.69
2105,120849.34
2106,69297.88
2107,240213.39
2108,116117.43
2109,116113.35
2110,134947.22
2111,141819.94
2112,143388.6
2113,117463.516
2114,104036.38
2115,161472.11
2116,128775.48
2117,158232.58
2118,122480.81
2119,105575.4
2120,116156.414
2121,110292.29
2122,103964.68
2123,85702.12
2124,183509.81
2125,120574.18
2126,151004.75
2127,147823.89
2128,124426.05
2129,94030.3
2130,152369.98
2131,140899.64
2132,121783.945
2133,124604.266
2134,128867.93
2135,97338.125
2136,70253.914
2137,122799.4
2138,129692.14
2139,157522.75
2140,139726.52
2141,149736.19
2142,124171.13
2143,145670.11
2144,114357.41
2145,132207.42
2146,172698.4
2147,127335.78
2148,128181.14
2149,150671.05
2150,213772.08
2151,106052.42
2152,168646.64
2153,171663.2
2154,110244.914
2155,145289.06
2156,255150.34
2157,226261.08
2158,236369.14
2159,216049.75
2160,164385.77
2161,239490.89
2162,459793.12
2163,353338.0
2164,244199.95
2165,180093.05
2166,149049.17
2167,217666.33
2168,206992.75
2169,195649.28
2170,223132.2
2171,152021.06
2172,138314.16
2173,175301.69
2174,227319.31
2175,319475.66
2176,308787.72
2177,247499.61
2178,198741.28
2179,139906.6
2180,223138.56
2181,181446.44
2182,222642.45
2183,190954.73
2184,124473.64
2185,115341.586
2186,146248.25
2187,148832.38
2188,153125.77
2189,231399.58
2190,85320.93
2191,84298.53
2192,94132.35
2193,100062.94
2194,101758.586
2195,110311.62
2196,97106.75
2197,111317.83
2198,161205.73
2199,170127.23
2200,143942.97
2201,143163.47
2202,214057.67
2203,143466.94
2204,198141.8
2205,107728.27
2206,143166.83
2207,216995.86
2208,263984.6
2209,224187.3
2210,128582.49
2211,121105.81
2212,118639.51
2213,105844.516
2214,114187.06
2215,107506.32
2216,153631.52
2217,91681.055
2218,56479.113
2219,73717.945
2220,67525.445
2221,319742.72
2222,253211.44
2223,258175.11
2224,208666.95
2225,131404.1
2226,189856.92
2227,190267.9
2228,256767.61
2229,251393.38
2230,163109.27
2231,223128.72
2232,175421.78
2233,162816.9
2234,241794.36
2235,212685.64
2236,271723.75
2237,333368.03
2238,202821.16
2239,123677.305
2240,159009.0
2241,164973.44
2242,121168.63
2243,124218.38
2244,106441.49
2245,112000.43
2246,139809.1
2247,112664.86
2248,124621.03
2249,125936.75
2250,129258.78
2251,82673.36
2252,164574.92
2253,158907.33
2254,181728.86
2255,194588.9
2256,190933.42
2257,205450.31
2258,170232.75
2259,178279.23
2260,143698.98
2261,182470.84
2262,212141.66
2263,348359.03
2264,376767.75
2265,186402.19
2266,330709.3
2267,359154.8
2268,401247.78
2269,145584.16
2270,186346.97
2271,224076.7
2272,191246.2
2273,162422.28
2274,181106.1
2275,183755.47
2276,198925.2
2277,181166.08
2278,150773.14
2279,121755.46
2280,128040.76
2281,174866.84
2282,188060.61
2283,103065.39
2284,107218.23
2285,147513.4
2286,125420.07
2287,355220.78
2288,275890.47
2289,416838.06
2290,489126.0
2291,304441.84
2292,448520.0
2293,493241.44
2294,467984.12
2295,430903.53
2296,254321.47
2297,312767.5
2298,317916.44
2299,431624.78
2300,349936.5
2301,266404.25
2302,248702.33
2303,257094.44
2304,255256.44
2305,188724.92
2306,185177.25
2307,190343.11
2308,216968.67
2309,276997.56
2310,227671.23
2311,200540.22
2312,167854.89
2313,175990.25
2314,164309.75
2315,177273.92
2316,188952.9
2317,188941.94
2318,178343.77
2319,175021.45
2320,187439.52
2321,234537.81
2322,169045.4
2323,173251.2
2324,164158.27
2325,208637.25
2326,163521.45
2327,215619.78
2328,234602.84
2329,182868.67
2330,171787.9
2331,380465.62
2332,419045.25
2333,312383.28
2334,250817.38
2335,249553.36
2336,334700.7
2337,216177.31
2338,287807.66
2339,209578.05
2340,415461.56
2341,219086.89
2342,236645.45
2343,219394.86
2344,235302.2
2345,237743.08
2346,226047.31
2347,208155.06
2348,235502.02
2349,185043.03
2350,284217.75
2351,253619.88
2352,258192.6
2353,245467.03
2354,132016.58
2355,144985.02
2356,149993.14
2357,190664.06
2358,194868.11
2359,127178.06
2360,115426.71
2361,143890.48
2362,269352.97
2363,143911.92
2364,159322.14
2365,231660.45
2366,190845.42
2367,218379.6
2368,215875.81
2369,210478.61
2370,174063.55
2371,170128.47
2372,198910.7
2373,278029.2
2374,359410.28
2375,268925.0
2376,299859.97
2377,387336.72
2378,141923.02
2379,203128.05
2380,139601.88
2381,167479.31
2382,196114.28
2383,193967.34
2384,248437.36
2385,161455.0
2386,136446.38
2387,140642.69
2388,86888.45
2389,125909.55
2390,150483.75
2391,146415.38
2392,118350.914
2393,165925.17
2394,146450.14
2395,217709.58
2396,134628.39
2397,214586.58
2398,132806.73
2399,59374.863
2400,51396.22
2401,107701.0
2402,141086.08
2403,139070.84
2404,150376.53
2405,164209.0
2406,144977.52
2407,124522.625
2408,146621.9
2409,126063.18
2410,158661.11
2411,122991.46
2412,157925.9
2413,133424.17
2414,141528.97
2415,133131.86
2416,129915.234
2417,131009.055
2418,131762.78
2419,132766.78
2420,124087.7
2421,147056.48
2422,126567.164
2423,129898.52
2424,150808.56
2425,218142.89
2426,138308.55
2427,130511.68
2428,175307.03
2429,119479.03
2430,133120.1
2431,106168.19
2432,145523.98
2433,149109.25
2434,137520.28
2435,152353.83
2436,113000.61
2437,111997.79
2438,123455.516
2439,107249.63
2440,117012.13
2441,87433.58
2442,94032.88
2443,121146.38
2444,114839.86
2445,79472.266
2446,132527.38
2447,174805.3
2448,128231.53
2449,104661.01
2450,132516.84
2451,119542.22
2452,203742.36
2453,91748.57
2454,127427.625
2455,118764.47
2456,136166.81
2457,140737.08
2458,123303.83
2459,109562.04
2460,142422.89
2461,113281.91
2462,139331.78
2463,128003.63
2464,172349.62
2465,134612.62
2466,112941.17
2467,144922.1
2468,63630.15
2469,55309.44
2470,173398.36
2471,213406.14
2472,151578.36
2473,125918.76
2474,91885.96
2475,228030.58
2476,109368.52
2477,124875.74
2478,149972.64
2479,107485.65
2480,165340.58
2481,125855.164
2482,127866.945
2483,113268.04
2484,128615.23
2485,125562.39
2486,162575.98
2487,186990.88
2488,161504.92
2489,152163.53
2490,153994.9
2491,100026.54
2492,177940.67
2493,135524.5
2494,146246.83
2495,81226.56
2496,258124.52
2497,150410.61
2498,104684.31
2499,95310.7
2500,126462.98
2501,141227.5
2502,139935.38
2503,102161.1
2504,175581.53
2505,231847.83
2506,256603.69
2507,296909.7
2508,253334.44
2509,209525.05
2510,214308.98
2511,174824.47
2512,212137.75
2513,211105.0
2514,259931.72
2515,153585.53
2516,170027.73
2517,141255.64
2518,147689.38
2519,224997.75
2520,212009.89
2521,189305.2
2522,223913.06
2523,115932.52
2524,146912.64
2525,152953.81
2526,136717.73
2527,104147.57
2528,124498.305
2529,137538.31
2530,121517.55
2531,256001.66
2532,226469.95
2533,194841.52
2534,216819.86
2535,332705.25
2536,237579.69
2537,238801.8
2538,179730.83
2539,186850.27
2540,174492.0
2541,179120.52
2542,171552.64
2543,124978.29
2544,124760.414
2545,124526.05
2546,126595.48
2547,143669.89
2548,160361.53
2549,170839.69
2550,315722.16
2551,141579.06
2552,123648.3
2553,77402.664
2554,105416.5
2555,120802.08
2556,103565.336
2557,106347.03
2558,167684.47
2559,139692.42
2560,134897.67
2561,154345.4
2562,135085.64
2563,148897.81
2564,190328.8
2565,162895.14
2566,171131.69
2567,127340.81
2568,183848.56
2569,201122.89
2570,126731.6
2571,190066.17
2572,160761.61
2573,201258.98
2574,280690.75
2575,133625.56
2576,125592.45
2577,153480.6
2578,87912.51
2579,72022.27
2580,137947.34
2581,126442.26
2582,119081.51
2583,266092.78
2584,165997.42
2585,183957.23
2586,210869.8
2587,200450.98
2588,154101.75
2589,149623.27
2590,206671.44
2591,227511.38
2592,216978.4
2593,245604.5
2594,175672.38
2595,200619.66
2596,323516.5
2597,168097.64
2598,282100.44
2599,303199.7
2600,216910.2
2601,157838.1
2602,76134.04
2603,98230.695
2604,88519.67
2605,64405.68
2606,155831.42
2607,197170.78
2608,186276.19
2609,172687.72
2610,118402.46
2611,122467.44
2612,149982.47
2613,125417.54
2614,121494.555
2615,156893.61
2616,138080.58
2617,174882.47
2618,193684.83
2619,186439.88
2620,185001.08
2621,178321.31
2622,186734.61
2623,251535.78
2624,294579.34
2625,332458.94
2626,176649.12
2627,170913.62
2628,475686.38
2629,574768.8
2630,395047.06
2631,500987.0
2632,456448.9
2633,361341.3
2634,389466.44
2635,161019.4
2636,183136.25
2637,177432.27
2638,266863.1
2639,187927.92
2640,154675.97
2641,104290.59
2642,196911.83
2643,102527.375
2644,123563.984
2645,102208.28
2646,95896.234
2647,101036.805
2648,145075.31
2649,149561.67
2650,148677.16
2651,140586.1
2652,409634.56
2653,234456.64
2654,251570.34
2655,400713.9
2656,321199.28
2657,326486.97
2658,278963.47
2659,325855.8
2660,338559.28
2661,383905.22
2662,358098.66
2663,265319.5
2664,267112.8
2665,330813.3
2666,286223.34
2667,166832.66
2668,174404.81
2669,175269.64
2670,299745.6
2671,180914.98
2672,193132.1
2673,208465.67
2674,208814.61
2675,167446.22
2676,181468.17
2677,192167.58
2678,251392.62
2679,287138.88
2680,274341.88
2681,433155.25
2682,364094.16
2683,565538.0
2684,325190.72
2685,373946.88
2686,244881.19
2687,345319.03
2688,216068.06
2689,204496.31
2690,492379.5
2691,191040.34
2692,129442.51
2693,194089.64
2694,130938.59
2695,185851.94
2696,179705.2
2697,192365.67
2698,198353.75
2699,174690.06
2700,152284.55
2701,124229.71
2702,114317.66
2703,124392.88
2704,144618.69
2705,118486.19
2706,116345.766
2707,126714.29
2708,135718.6
2709,114223.97
2710,123867.59
2711,311767.34
2712,405231.4
2713,162454.77
2714,147728.06
2715,168740.3
2716,141088.92
2717,181331.69
2718,228219.3
2719,159507.48
2720,178853.81
2721,139408.89
2722,163557.66
2723,147171.9
2724,132032.48
2725,137360.39
2726,145726.81
2727,176984.4
2728,165013.0
2729,157781.86
2730,144199.39
2731,131738.3
2732,127531.0
2733,159421.39
2734,140782.1
2735,136415.78
2736,140747.92
2737,124504.47
2738,128371.164
2739,158608.23
2740,139073.98
2741,150849.92
2742,147189.22
2743,145535.78
2744,159988.45
2745,141874.8
2746,140793.89
2747,148602.7
2748,121400.16
2749,131492.47
2750,135010.2
2751,139773.23
2752,197466.45
2753,165024.42
2754,228691.64
2755,124771.5
2756,98435.14
2757,65838.8
2758,63044.582
2759,158154.48
2760,139358.78
2761,145847.61
2762,149082.2
2763,183887.47
2764,161861.05
2765,275473.47
2766,137836.95
2767,97987.22
2768,135286.89
2769,141737.53
2770,150932.44
2771,115268.234
2772,119482.01
2773,139041.17
2774,137418.27
2775,109187.24
2776,132220.75
2777,142703.44
2778,118158.7
2779,125052.336
2780,98618.9
2781,96036.44
2782,93104.99
2783,111469.57
2784,124520.98
2785,132911.05
2786,72971.625
2787,123616.29
2788,66494.54
2789,204738.0
2790,97319.57
2791,114723.73
2792,63377.09
2793,174088.5
2794,108096.88
2795,122073.85
2796,101493.17
2797,188138.62
2798,133461.72
2799,117071.98
2800,56919.797
2801,117250.37
2802,140544.44
2803,165626.0
2804,142284.38
2805,102120.85
2806,71860.96
2807,157832.47
2808,155386.95
2809,142059.88
2810,136847.14
2811,145702.34
2812,154636.64
2813,189227.31
2814,167608.95
2815,99383.805
2816,223217.8
2817,142507.98
2818,133336.38
2819,163531.62
2820,132073.92
2821,106071.73
2822,204380.42
2823,323963.75
2824,200225.61
2825,175556.02
2826,132371.22
2827,134426.39
2828,201404.0
2829,209922.45
2830,236386.23
2831,181023.86
2832,240473.56
2833,289237.56
2834,217646.17
2835,215268.8
2836,187294.5
2837,156354.17
2838,150552.62
2839,177273.95
2840,199325.61
2841,204423.3
2842,222207.03
2843,153059.6
2844,157572.39
2845,121157.68
2846,211710.64
2847,207452.64
2848,227307.05
2849,203105.48
2850,273880.66
2851,222230.61
2852,228842.45
2853,245719.6
2854,139864.16
2855,204280.38
2856,197804.38
2857,181513.3
2858,203892.25
2859,126599.51
2860,126239.26
2861,122191.64
2862,187593.42
2863,123988.95
2864,246877.47
2865,144235.8
2866,134441.8
2867,105510.59
2868,86657.234
2869,113565.13
2870,121751.82
2871,91296.13
2872,41757.195
2873,100261.15
2874,140559.25
2875,106373.76
2876,168440.19
2877,136187.14
2878,183235.25
2879,143066.47
2880,93939.32
2881,155627.08
2882,177143.86
2883,197455.95
2884,195881.05
2885,194295.11
2886,235877.1
2887,95549.19
2888,138676.02
2889,48249.047
2890,87151.84
2891,137538.44
2892,57344.727
2893,95190.1
2894,54303.28
2895,297986.97
2896,274251.2
2897,200706.7
2898,151394.27
2899,208296.08
2900,157974.52
2901,210042.47
2902,179128.56
2903,328793.16
2904,368648.56
2905,80107.8
2906,212425.17
2907,113828.805
2908,135401.56
2909,147419.23
2910,80706.1
2911,78416.914
2912,146880.53
2913,75346.44
2914,71553.2
2915,80531.05
2916,70755.76
2917,159516.16
2918,117127.414
2919,231607.88
